supplier_id,supplier_name,location,lead_time_days,reliability_score,average_delay_days
S006535,NextGen Supply Solutions 6535,Coimbatore,24,80.57,1.0
S006536,Eco Supply Solutions 6536,Delhi,15,76.52,3.28
S006537,Advanced Supply Solutions 6537,Noida,6,76.37,11.11
S006538,NextGen Supply Solutions 6538,Jaipur,14,77.81,4.4
S006539,Advanced Supply Solutions 6539,Lucknow,30,66.93,2.08
S006540,Ultra Supply Solutions 6540,Pune,24,66.36,1.36
S006541,NextGen Supply Solutions 6541,Lucknow,22,89.65,7.5
S006542,NextGen Supply Solutions 6542,Ahmedabad,11,75.57,6.79
S006543,Advanced Supply Solutions 6543,Pune,19,65.72,7.84
S006544,Premium Supply Solutions 6544,Delhi,20,67.77,11.5
S006545,Ultra Supply Solutions 6545,Chennai,21,71.66,0.91
S006546,Standard Supply Solutions 6546,Coimbatore,28,66.64,2.53
S006547,Standard Supply Solutions 6547,Jaipur,22,97.17,2.96
S006548,Eco Supply Solutions 6548,Jaipur,9,84.32,5.24
S006549,Premium Supply Solutions 6549,Indore,9,78.4,1.63
S006550,Eco Supply Solutions 6550,Chennai,20,83.11,5.04
S006551,Premium Supply Solutions 6551,Noida,27,68.84,9.83
S006552,Power Supply Solutions 6552,Pune,29,88.86,2.13
S006553,Ultra Supply Solutions 6553,Lucknow,20,97.97,11.02
S006554,Industrial Supply Solutions 6554,Kolkata,17,69.44,10.95
S006555,Industrial Supply Solutions 6555,Lucknow,25,70.19,6.25
S006556,Premium Supply Solutions 6556,Kochi,30,86.37,10.35
S006557,Ultra Supply Solutions 6557,Kochi,3,70.17,8.6
S006558,Advanced Supply Solutions 6558,Indore,11,69.29,4.41
S006559,NextGen Supply Solutions 6559,Kochi,12,87.8,6.83
S006560,Ultra Supply Solutions 6560,Chennai,18,86.03,1.58
S006561,Standard Supply Solutions 6561,Ahmedabad,11,72.4,6.05
S006562,Standard Supply Solutions 6562,Ahmedabad,11,92.99,9.99
S006563,Industrial Supply Solutions 6563,Bangalore,3,68.58,7.11
S006564,Pro Supply Solutions 6564,Gurgaon,3,76.31,4.71
S006565,Pro Supply Solutions 6565,Kolkata,15,90.12,8.03
S006566,Smart Supply Solutions 6566,Pune,30,85.87,11.73
S006567,Ultra Supply Solutions 6567,Mumbai,11,85.4,1.0
S006568,Pro Supply Solutions 6568,Ahmedabad,9,88.33,4.1
S006569,Ultra Supply Solutions 6569,Gurgaon,10,86.98,2.04
S006570,Ultra Supply Solutions 6570,Mumbai,30,94.73,11.49
S006571,Power Supply Solutions 6571,Noida,21,84.34,6.64
S006572,Standard Supply Solutions 6572,Delhi,21,78.64,1.73
S006573,Pro Supply Solutions 6573,Delhi,8,91.05,7.42
S006574,Standard Supply Solutions 6574,Kolkata,28,73.81,6.1
S006575,Ultra Supply Solutions 6575,Pune,8,90.83,0.9
S006576,Industrial Supply Solutions 6576,Indore,30,74.52,10.4
S006577,Pro Supply Solutions 6577,Mumbai,29,81.33,8.57
S006578,Pro Supply Solutions 6578,Pune,18,90.13,0.26
S006579,Ultra Supply Solutions 6579,Kochi,27,86.34,11.52
S006580,Industrial Supply Solutions 6580,Hyderabad,30,67.91,2.08
S006581,Industrial Supply Solutions 6581,Coimbatore,19,80.18,0.2
S006582,Advanced Supply Solutions 6582,Kochi,24,92.6,5.24
S006583,Standard Supply Solutions 6583,Coimbatore,19,98.89,1.86
S006584,Eco Supply Solutions 6584,Coimbatore,17,80.87,6.93
S006585,Eco Supply Solutions 6585,Mumbai,12,67.92,3.87
S006586,Premium Supply Solutions 6586,Kolkata,21,77.45,2.39
S006587,Premium Supply Solutions 6587,Kochi,10,81.66,11.83
S006588,Industrial Supply Solutions 6588,Bangalore,8,67.5,4.13
S006589,Smart Supply Solutions 6589,Kolkata,10,94.38,5.09
S006590,Industrial Supply Solutions 6590,Jaipur,3,83.32,3.67
S006591,Pro Supply Solutions 6591,Kochi,29,79.15,10.08
S006592,NextGen Supply Solutions 6592,Kolkata,10,78.5,2.52
S006593,Advanced Supply Solutions 6593,Lucknow,25,65.96,1.71
S006594,Eco Supply Solutions 6594,Jaipur,15,82.64,10.6
S006595,NextGen Supply Solutions 6595,Bangalore,12,81.17,2.36
S006596,Industrial Supply Solutions 6596,Chennai,9,76.76,10.32
S006597,Power Supply Solutions 6597,Coimbatore,25,87.4,7.02
S006598,Industrial Supply Solutions 6598,Bangalore,17,78.98,9.92
S006599,Ultra Supply Solutions 6599,Mumbai,15,84.44,1.03
S006600,Pro Supply Solutions 6600,Pune,21,95.09,11.57
S006601,Ultra Supply Solutions 6601,Coimbatore,25,77.37,3.74
S006602,NextGen Supply Solutions 6602,Jaipur,21,78.53,0.89
S006603,Industrial Supply Solutions 6603,Delhi,16,94.44,9.23
S006604,Advanced Supply Solutions 6604,Pune,28,77.18,2.31
S006605,Industrial Supply Solutions 6605,Coimbatore,28,79.94,4.34
S006606,Smart Supply Solutions 6606,Hyderabad,30,92.23,7.22
S006607,Power Supply Solutions 6607,Gurgaon,5,85.12,1.01
S006608,NextGen Supply Solutions 6608,Kolkata,27,96.75,2.58
S006609,Pro Supply Solutions 6609,Kochi,8,81.0,5.97
S006610,Eco Supply Solutions 6610,Kochi,20,81.29,5.18
S006611,Advanced Supply Solutions 6611,Lucknow,21,66.46,6.78
S006612,Pro Supply Solutions 6612,Mumbai,8,71.71,8.8
S006613,NextGen Supply Solutions 6613,Kolkata,3,83.36,4.37
S006614,Pro Supply Solutions 6614,Jaipur,29,71.36,4.97
S006615,Smart Supply Solutions 6615,Kolkata,27,80.42,3.41
S006616,Pro Supply Solutions 6616,Jaipur,7,74.63,4.21
S006617,Industrial Supply Solutions 6617,Noida,19,65.71,0.8
S006618,Premium Supply Solutions 6618,Pune,7,81.15,7.05
S006619,Advanced Supply Solutions 6619,Mumbai,18,86.97,2.24
S006620,Pro Supply Solutions 6620,Coimbatore,11,76.5,8.65
S006621,Ultra Supply Solutions 6621,Lucknow,24,91.4,0.7
S006622,NextGen Supply Solutions 6622,Indore,19,69.97,0.91
S006623,Power Supply Solutions 6623,Chennai,16,68.1,3.56
S006624,NextGen Supply Solutions 6624,Chennai,22,96.78,5.37
S006625,Premium Supply Solutions 6625,Chennai,16,96.34,8.38
S006626,Premium Supply Solutions 6626,Bangalore,3,78.82,8.37
S006627,Eco Supply Solutions 6627,Delhi,19,79.28,11.69
S006628,Standard Supply Solutions 6628,Chennai,24,93.94,4.35
S006629,Industrial Supply Solutions 6629,Coimbatore,16,83.04,0.9
S006630,Smart Supply Solutions 6630,Hyderabad,7,68.98,10.36
S006631,Industrial Supply Solutions 6631,Ahmedabad,3,68.91,8.82
S006632,Pro Supply Solutions 6632,Gurgaon,11,69.46,1.0
S006633,Ultra Supply Solutions 6633,Pune,24,91.55,1.18
S006634,Eco Supply Solutions 6634,Indore,12,85.46,5.82
S006635,Power Supply Solutions 6635,Mumbai,29,75.19,4.23
S006636,Ultra Supply Solutions 6636,Indore,12,70.51,7.24
S006637,Pro Supply Solutions 6637,Kochi,14,69.2,2.79
S006638,Pro Supply Solutions 6638,Chennai,24,90.21,11.52
S006639,Eco Supply Solutions 6639,Kochi,20,95.12,6.24
S006640,Advanced Supply Solutions 6640,Kolkata,4,83.06,9.06
S006641,Advanced Supply Solutions 6641,Coimbatore,5,91.27,1.68
S006642,Pro Supply Solutions 6642,Bangalore,8,74.63,7.48
S006643,NextGen Supply Solutions 6643,Bangalore,27,84.91,10.41
S006644,Industrial Supply Solutions 6644,Gurgaon,3,79.89,0.47
S006645,Eco Supply Solutions 6645,Indore,5,67.98,6.57
S006646,Eco Supply Solutions 6646,Bangalore,24,81.57,3.11
S006647,Ultra Supply Solutions 6647,Kochi,20,93.79,5.84
S006648,Power Supply Solutions 6648,Coimbatore,30,66.76,9.83
S006649,Premium Supply Solutions 6649,Ahmedabad,9,81.22,8.34
S006650,Standard Supply Solutions 6650,Indore,21,94.69,9.1
S006651,Smart Supply Solutions 6651,Kochi,6,91.86,2.7
S006652,Power Supply Solutions 6652,Hyderabad,19,81.78,10.02
S006653,NextGen Supply Solutions 6653,Lucknow,5,70.83,7.45
S006654,Industrial Supply Solutions 6654,Jaipur,28,93.85,1.02
S006655,Pro Supply Solutions 6655,Bangalore,14,70.21,10.38
S006656,Power Supply Solutions 6656,Gurgaon,10,74.41,0.86
S006657,Power Supply Solutions 6657,Noida,30,69.23,0.54
S006658,Premium Supply Solutions 6658,Lucknow,4,80.61,10.04
S006659,Premium Supply Solutions 6659,Kochi,25,86.39,0.35
S006660,Smart Supply Solutions 6660,Ahmedabad,17,93.12,1.24
S006661,Pro Supply Solutions 6661,Chennai,22,80.69,0.4
S006662,NextGen Supply Solutions 6662,Delhi,10,98.0,10.59
S006663,Industrial Supply Solutions 6663,Mumbai,27,85.26,0.73
S006664,Smart Supply Solutions 6664,Noida,15,85.55,4.6
S006665,Standard Supply Solutions 6665,Coimbatore,14,70.96,2.76
S006666,Pro Supply Solutions 6666,Mumbai,15,71.46,4.23
S006667,Pro Supply Solutions 6667,Jaipur,11,84.61,3.63
S006668,Smart Supply Solutions 6668,Gurgaon,11,89.51,10.68
S006669,Industrial Supply Solutions 6669,Delhi,6,71.96,9.27
S006670,Advanced Supply Solutions 6670,Hyderabad,16,81.46,10.64
S006671,Ultra Supply Solutions 6671,Chennai,16,77.11,8.7
S006672,Advanced Supply Solutions 6672,Jaipur,13,79.92,4.1
S006673,Advanced Supply Solutions 6673,Chennai,30,72.55,2.39
S006674,Premium Supply Solutions 6674,Lucknow,6,69.78,6.45
S006675,Premium Supply Solutions 6675,Pune,28,75.9,4.41
S006676,Power Supply Solutions 6676,Mumbai,27,94.54,7.79
S006677,Power Supply Solutions 6677,Mumbai,3,92.38,0.66
S006678,Smart Supply Solutions 6678,Kolkata,22,68.46,8.61
S006679,NextGen Supply Solutions 6679,Kolkata,8,67.99,3.73
S006680,Premium Supply Solutions 6680,Kochi,4,81.76,5.65
S006681,Ultra Supply Solutions 6681,Ahmedabad,27,74.43,11.75
S006682,Advanced Supply Solutions 6682,Delhi,6,93.0,2.74
S006683,Eco Supply Solutions 6683,Hyderabad,11,81.53,1.59
S006684,Power Supply Solutions 6684,Gurgaon,5,93.99,2.68
S006685,Advanced Supply Solutions 6685,Pune,6,68.68,4.35
S006686,Ultra Supply Solutions 6686,Jaipur,4,97.98,6.53
S006687,Ultra Supply Solutions 6687,Indore,26,91.08,11.77
S006688,Ultra Supply Solutions 6688,Pune,4,89.88,10.46
S006689,Standard Supply Solutions 6689,Gurgaon,24,96.97,8.64
S006690,Premium Supply Solutions 6690,Lucknow,7,80.99,8.7
S006691,Industrial Supply Solutions 6691,Hyderabad,28,70.06,3.55
S006692,Standard Supply Solutions 6692,Ahmedabad,26,81.89,11.15
S006693,Power Supply Solutions 6693,Chennai,20,92.72,6.57
S006694,Eco Supply Solutions 6694,Noida,26,94.22,2.12
S006695,Ultra Supply Solutions 6695,Kochi,11,81.61,11.41
S006696,Premium Supply Solutions 6696,Delhi,24,89.9,6.18
S006697,Power Supply Solutions 6697,Delhi,9,73.4,2.04
S006698,Eco Supply Solutions 6698,Bangalore,20,72.84,8.88
S006699,Advanced Supply Solutions 6699,Bangalore,28,84.93,2.96
S006700,Advanced Supply Solutions 6700,Bangalore,23,79.34,2.41
S006701,Power Supply Solutions 6701,Jaipur,10,70.48,3.36
S006702,Pro Supply Solutions 6702,Indore,23,90.89,7.02
S006703,Premium Supply Solutions 6703,Kolkata,27,83.09,3.65
S006704,Ultra Supply Solutions 6704,Indore,27,82.69,0.68
S006705,Power Supply Solutions 6705,Jaipur,23,71.44,4.77
S006706,Pro Supply Solutions 6706,Lucknow,23,73.2,2.97
S006707,Pro Supply Solutions 6707,Kochi,24,88.55,6.24
S006708,Advanced Supply Solutions 6708,Delhi,23,93.96,5.62
S006709,Smart Supply Solutions 6709,Ahmedabad,6,71.03,1.12
S006710,Industrial Supply Solutions 6710,Ahmedabad,25,92.62,3.09
S006711,Smart Supply Solutions 6711,Noida,8,91.8,3.52
S006712,Advanced Supply Solutions 6712,Kochi,18,92.71,5.92
S006713,Premium Supply Solutions 6713,Mumbai,12,84.78,9.9
S006714,Premium Supply Solutions 6714,Jaipur,8,76.96,2.78
S006715,NextGen Supply Solutions 6715,Lucknow,10,91.21,2.07
S006716,Industrial Supply Solutions 6716,Mumbai,5,81.32,0.21
S006717,Premium Supply Solutions 6717,Kolkata,15,72.54,7.36
S006718,Standard Supply Solutions 6718,Indore,14,78.68,4.04
S006719,Ultra Supply Solutions 6719,Bangalore,14,80.56,8.11
S006720,Standard Supply Solutions 6720,Delhi,5,82.18,8.34
S006721,Power Supply Solutions 6721,Lucknow,19,95.52,0.73
S006722,Advanced Supply Solutions 6722,Delhi,7,78.98,5.14
S006723,Ultra Supply Solutions 6723,Jaipur,26,74.68,11.62
S006724,Advanced Supply Solutions 6724,Indore,3,97.72,3.45
S006725,Smart Supply Solutions 6725,Ahmedabad,4,73.23,6.45
S006726,Premium Supply Solutions 6726,Ahmedabad,11,65.38,6.55
S006727,Power Supply Solutions 6727,Kolkata,14,93.89,3.27
S006728,Premium Supply Solutions 6728,Pune,30,97.45,9.4
S006729,Ultra Supply Solutions 6729,Pune,17,88.19,0.24
S006730,Advanced Supply Solutions 6730,Gurgaon,13,78.86,2.88
S006731,Standard Supply Solutions 6731,Indore,26,83.49,7.19
S006732,Advanced Supply Solutions 6732,Coimbatore,9,93.29,11.02
S006733,Premium Supply Solutions 6733,Lucknow,28,95.1,0.31
S006734,Standard Supply Solutions 6734,Mumbai,14,68.49,7.29
S006735,Advanced Supply Solutions 6735,Chennai,11,94.51,0.24
S006736,Standard Supply Solutions 6736,Kochi,11,85.99,7.55
S006737,Advanced Supply Solutions 6737,Gurgaon,3,66.1,5.06
S006738,Ultra Supply Solutions 6738,Pune,21,68.69,5.33
S006739,Advanced Supply Solutions 6739,Chennai,19,66.55,11.62
S006740,Industrial Supply Solutions 6740,Mumbai,20,97.25,8.25
S006741,Pro Supply Solutions 6741,Chennai,21,79.5,2.52
S006742,Power Supply Solutions 6742,Kolkata,3,89.33,11.97
S006743,Premium Supply Solutions 6743,Kolkata,27,65.06,3.23
S006744,Pro Supply Solutions 6744,Gurgaon,17,91.97,8.29
S006745,Power Supply Solutions 6745,Chennai,22,81.39,8.23
S006746,Power Supply Solutions 6746,Hyderabad,4,96.4,10.23
S006747,Pro Supply Solutions 6747,Indore,24,82.71,4.91
S006748,Ultra Supply Solutions 6748,Kolkata,21,91.82,8.41
S006749,Advanced Supply Solutions 6749,Hyderabad,13,86.4,7.59
S006750,Premium Supply Solutions 6750,Noida,29,82.7,5.35
S006751,Eco Supply Solutions 6751,Gurgaon,21,97.24,11.01
S006752,Industrial Supply Solutions 6752,Gurgaon,28,81.85,3.17
S006753,Standard Supply Solutions 6753,Hyderabad,26,95.34,2.85
S006754,Pro Supply Solutions 6754,Jaipur,8,66.23,7.64
S006755,Standard Supply Solutions 6755,Delhi,30,87.35,2.45
S006756,NextGen Supply Solutions 6756,Lucknow,23,96.0,9.99
S006757,Premium Supply Solutions 6757,Kolkata,8,95.58,4.21
S006758,Industrial Supply Solutions 6758,Kolkata,25,81.49,5.17
S006759,Smart Supply Solutions 6759,Pune,15,81.05,8.25
S006760,NextGen Supply Solutions 6760,Kolkata,27,92.56,10.64
S006761,Pro Supply Solutions 6761,Noida,7,76.39,8.34
S006762,Smart Supply Solutions 6762,Ahmedabad,10,96.86,1.31
S006763,Ultra Supply Solutions 6763,Mumbai,12,73.52,4.19
S006764,Power Supply Solutions 6764,Gurgaon,15,67.53,9.05
S006765,Industrial Supply Solutions 6765,Chennai,20,91.25,10.91
S006766,NextGen Supply Solutions 6766,Mumbai,9,78.76,7.68
S006767,Standard Supply Solutions 6767,Lucknow,22,77.1,7.23
S006768,Premium Supply Solutions 6768,Chennai,3,75.91,4.67
S006769,Premium Supply Solutions 6769,Gurgaon,12,98.34,5.84
S006770,Smart Supply Solutions 6770,Delhi,21,84.44,5.3
S006771,Premium Supply Solutions 6771,Pune,10,98.73,0.85
S006772,Standard Supply Solutions 6772,Pune,15,76.68,0.46
S006773,NextGen Supply Solutions 6773,Delhi,19,79.07,7.49
S006774,Premium Supply Solutions 6774,Coimbatore,9,72.2,6.22
S006775,NextGen Supply Solutions 6775,Chennai,30,79.63,3.09
S006776,NextGen Supply Solutions 6776,Gurgaon,26,67.11,10.73
S006777,Premium Supply Solutions 6777,Gurgaon,30,65.02,2.64
S006778,Industrial Supply Solutions 6778,Kolkata,16,80.4,8.47
S006779,Ultra Supply Solutions 6779,Gurgaon,12,90.36,9.5
S006780,Smart Supply Solutions 6780,Gurgaon,30,79.86,10.11
S006781,Power Supply Solutions 6781,Mumbai,23,82.61,10.11
S006782,Ultra Supply Solutions 6782,Jaipur,25,80.15,9.57
S006783,Advanced Supply Solutions 6783,Mumbai,8,82.91,5.6
S006784,Standard Supply Solutions 6784,Kolkata,27,91.37,7.56
S006785,Smart Supply Solutions 6785,Pune,17,92.33,10.32
S006786,NextGen Supply Solutions 6786,Kolkata,24,93.49,5.16
S006787,Standard Supply Solutions 6787,Mumbai,26,72.22,8.12
S006788,Pro Supply Solutions 6788,Jaipur,5,80.57,2.08
S006789,Smart Supply Solutions 6789,Kolkata,5,93.25,6.86
S006790,Eco Supply Solutions 6790,Bangalore,4,97.02,1.86
S006791,Power Supply Solutions 6791,Bangalore,21,83.46,7.99
S006792,NextGen Supply Solutions 6792,Gurgaon,28,81.76,4.65
S006793,Power Supply Solutions 6793,Noida,3,91.0,2.89
S006794,Pro Supply Solutions 6794,Gurgaon,6,98.72,4.46
S006795,Eco Supply Solutions 6795,Jaipur,16,79.48,8.48
S006796,Ultra Supply Solutions 6796,Kochi,13,70.61,10.91
S006797,Pro Supply Solutions 6797,Indore,5,93.37,0.33
S006798,Standard Supply Solutions 6798,Coimbatore,20,89.15,2.18
S006799,Industrial Supply Solutions 6799,Indore,28,69.93,8.53
S006800,Standard Supply Solutions 6800,Kochi,8,76.0,6.91
S006801,Power Supply Solutions 6801,Kolkata,3,83.81,3.97
S006802,Pro Supply Solutions 6802,Ahmedabad,9,89.87,7.89
S006803,Premium Supply Solutions 6803,Noida,8,91.54,10.43
S006804,Power Supply Solutions 6804,Delhi,16,70.29,3.24
S006805,Industrial Supply Solutions 6805,Jaipur,6,72.37,5.93
S006806,Premium Supply Solutions 6806,Gurgaon,13,90.3,0.45
S006807,Industrial Supply Solutions 6807,Ahmedabad,6,68.95,11.36
S006808,NextGen Supply Solutions 6808,Lucknow,21,81.94,9.66
S006809,Pro Supply Solutions 6809,Jaipur,16,83.56,6.16
S006810,Power Supply Solutions 6810,Indore,5,76.54,11.91
S006811,Power Supply Solutions 6811,Coimbatore,4,92.08,2.8
S006812,Power Supply Solutions 6812,Lucknow,16,66.88,8.98
S006813,Industrial Supply Solutions 6813,Chennai,19,91.43,9.28
S006814,Premium Supply Solutions 6814,Delhi,7,86.97,10.0
S006815,Advanced Supply Solutions 6815,Chennai,12,82.25,8.28
S006816,Smart Supply Solutions 6816,Jaipur,19,94.66,2.45
S006817,Power Supply Solutions 6817,Lucknow,16,71.88,1.28
S006818,Premium Supply Solutions 6818,Indore,6,92.23,2.33
S006819,Eco Supply Solutions 6819,Jaipur,13,71.38,10.33
S006820,Ultra Supply Solutions 6820,Jaipur,8,98.68,4.94
S006821,Eco Supply Solutions 6821,Coimbatore,28,66.11,6.64
S006822,Standard Supply Solutions 6822,Jaipur,25,83.81,0.5
S006823,NextGen Supply Solutions 6823,Delhi,11,70.71,6.0
S006824,Ultra Supply Solutions 6824,Ahmedabad,9,78.87,5.03
S006825,Premium Supply Solutions 6825,Pune,6,70.03,6.51
S006826,Premium Supply Solutions 6826,Noida,23,71.59,4.63
S006827,Premium Supply Solutions 6827,Noida,28,67.07,1.09
S006828,Pro Supply Solutions 6828,Chennai,10,65.27,0.72
S006829,Industrial Supply Solutions 6829,Chennai,20,89.46,11.41
S006830,Smart Supply Solutions 6830,Mumbai,9,80.42,7.33
S006831,Standard Supply Solutions 6831,Chennai,28,66.55,7.79
S006832,Smart Supply Solutions 6832,Lucknow,11,96.92,11.0
S006833,Industrial Supply Solutions 6833,Noida,5,87.63,6.7
S006834,Standard Supply Solutions 6834,Coimbatore,27,73.99,7.46
S006835,Pro Supply Solutions 6835,Indore,29,79.92,6.37
S006836,Eco Supply Solutions 6836,Lucknow,14,81.64,2.28
S006837,Eco Supply Solutions 6837,Delhi,28,84.38,3.88
S006838,Pro Supply Solutions 6838,Pune,9,94.15,10.64
S006839,Pro Supply Solutions 6839,Bangalore,10,85.06,5.44
S006840,Power Supply Solutions 6840,Mumbai,18,98.28,2.61
S006841,Smart Supply Solutions 6841,Hyderabad,19,89.71,9.97
S006842,Power Supply Solutions 6842,Chennai,13,98.61,1.23
S006843,Industrial Supply Solutions 6843,Bangalore,25,83.73,7.75
S006844,Advanced Supply Solutions 6844,Lucknow,25,88.07,8.46
S006845,Smart Supply Solutions 6845,Ahmedabad,6,90.09,3.78
S006846,Standard Supply Solutions 6846,Noida,30,90.66,2.17
S006847,Ultra Supply Solutions 6847,Noida,7,65.83,5.49
S006848,Industrial Supply Solutions 6848,Coimbatore,17,69.33,9.11
S006849,Advanced Supply Solutions 6849,Delhi,14,72.74,10.66
S006850,Ultra Supply Solutions 6850,Pune,15,74.23,9.82
S006851,Advanced Supply Solutions 6851,Chennai,6,95.78,1.49
S006852,Premium Supply Solutions 6852,Gurgaon,12,89.57,2.83
S006853,Standard Supply Solutions 6853,Ahmedabad,3,69.87,7.48
S006854,Pro Supply Solutions 6854,Kochi,30,79.5,8.58
S006855,Power Supply Solutions 6855,Gurgaon,7,73.27,0.3
S006856,Power Supply Solutions 6856,Hyderabad,16,93.22,1.88
S006857,Standard Supply Solutions 6857,Gurgaon,9,96.21,1.31
S006858,NextGen Supply Solutions 6858,Coimbatore,7,70.59,4.23
S006859,Industrial Supply Solutions 6859,Gurgaon,13,79.16,8.23
S006860,Power Supply Solutions 6860,Gurgaon,30,97.4,11.33
S006861,Eco Supply Solutions 6861,Delhi,16,87.34,1.26
S006862,Premium Supply Solutions 6862,Bangalore,29,94.52,6.17
S006863,Ultra Supply Solutions 6863,Hyderabad,26,77.16,4.6
S006864,Premium Supply Solutions 6864,Bangalore,15,72.13,4.9
S006865,NextGen Supply Solutions 6865,Kolkata,28,88.5,1.0
S006866,NextGen Supply Solutions 6866,Indore,12,69.67,3.6
S006867,Industrial Supply Solutions 6867,Kolkata,17,93.56,3.18
S006868,Smart Supply Solutions 6868,Noida,22,90.66,8.68
S006869,Eco Supply Solutions 6869,Lucknow,19,75.37,7.77
S006870,Pro Supply Solutions 6870,Kochi,26,81.96,7.71
S006871,Ultra Supply Solutions 6871,Noida,7,92.17,6.33
S006872,Premium Supply Solutions 6872,Kochi,16,96.79,4.24
S006873,NextGen Supply Solutions 6873,Chennai,21,76.97,3.08
S006874,Advanced Supply Solutions 6874,Kolkata,12,91.86,0.33
S006875,Industrial Supply Solutions 6875,Pune,27,71.61,1.95
S006876,Advanced Supply Solutions 6876,Kochi,11,95.72,2.79
S006877,Industrial Supply Solutions 6877,Kolkata,11,88.33,11.71
S006878,Pro Supply Solutions 6878,Coimbatore,12,70.19,11.65
S006879,Premium Supply Solutions 6879,Delhi,21,90.15,9.26
S006880,Premium Supply Solutions 6880,Delhi,6,89.62,7.4
S006881,Advanced Supply Solutions 6881,Jaipur,7,90.24,8.09
S006882,Smart Supply Solutions 6882,Kochi,24,76.73,7.29
S006883,Eco Supply Solutions 6883,Jaipur,8,90.15,7.83
S006884,Ultra Supply Solutions 6884,Chennai,5,93.1,2.79
S006885,Pro Supply Solutions 6885,Bangalore,10,76.8,11.73
S006886,Pro Supply Solutions 6886,Chennai,14,72.07,9.13
S006887,Power Supply Solutions 6887,Kolkata,3,95.19,2.96
S006888,Advanced Supply Solutions 6888,Kolkata,26,86.1,6.26
S006889,Ultra Supply Solutions 6889,Indore,6,80.65,9.51
S006890,Power Supply Solutions 6890,Lucknow,14,94.91,10.95
S006891,Ultra Supply Solutions 6891,Kochi,8,69.62,4.73
S006892,Advanced Supply Solutions 6892,Bangalore,11,92.56,5.91
S006893,Pro Supply Solutions 6893,Mumbai,4,81.69,3.86
S006894,Standard Supply Solutions 6894,Kolkata,29,66.45,4.64
S006895,Standard Supply Solutions 6895,Noida,29,98.07,2.89
